# Normalized
#       		No SafeiTimer					SafeTimer
50	0.000 	0.000	0.000		0.075	0.057	0.093      
100     0.000	0.000	0.000		0.061	0.048	0.074
500   	0.000	0.000	0.000		0.065	0.062	0.068
1000 	0.000	0.000	0.000		0.053	0.049	0.057
