# Normalized
#       		No SafeiTimer					SafeTimer
50      0.416           0.408         0.424		0.453	    0.441	0.463                           
100     0.386           0.382         0.39              0.416       0.409	0.423       	
500     0.343           0.341         0.345             0.369       0.367	0.371           
1000    0.334           0.332         0.336             0.367       0.366	0.368
