# Normalized
#       		No SafeiTimer					SafeTimer
50	0.000 	0.000	0.000		0.074	0.049	0.099      
100     0.000	0.000	0.000		0.064	0.051	0.077
500   	0.000	0.000	0.000		0.043	0.041	0.045
1000 	0.000	0.000	0.000		0.060	0.058	0.062
